season,mean_aqi,std_aqi,pct_above_100,pct_above_150,skewness,predictability_proxy_std,n_days
Spring,79.90985687903971,26.154548620984123,13.29639889196676,3.8781163434903045,2.3465840726005354,12.924497519915342,361
Summer,78.25966938799144,18.86800559177026,8.58085808580858,1.3201320132013201,2.425252040974604,9.706180180699132,303
Autumn,93.60966117216118,31.641372070915622,32.417582417582416,9.065934065934066,1.0004394628186022,17.461838020464366,364
Winter,110.59233610341644,29.143102844692947,57.61772853185596,12.465373961218837,0.31683632386033544,19.645084012728315,361
