aqi_bin,abs_err_d1,abs_err_d2,abs_err_d3
Good(0-50),,,
Moderate(51-100),5.119862414845255,10.476725585670675,11.680393456654723
Unhealthy(101-150),9.629763691440814,4.221201168072142,11.936862445280887
VeryUnhealthy(151+),,,
